Record ID	Property Type	Investment Name	Sponsor
recraqreRCsTdrWQQ	Office	Inland Chicago Grace L.L.C.	Inland Private Capital
recrqpHDVpCIdcQcb	Multifamily / residential	Grand Dominion	Bluerock
recrx7uU5A4LVzZe3	Credit - Hotel	Sonesta ES Suites - Montgomery, AL	Peachtree Group
recrxl6N5DxF6vKI2	Multifamily / residential	Novel Perimeter	Bluerock
recryMDebjYUoNe18	Supermarket	Tallahassee West Tennessee, DST	ARCTRUST
recryYah0QmCWagrI	Net-leased restaurant	Carino's	AEI
recs6O3zcKiyZ9H7K	Credit - Hotel	Fairfield Inn & Suites - Channelview, TX	Peachtree Group
recs7J7UFiGoj2QmI	Multifamily / residential	Whetstone Apartments	Bluerock
recs8XAKoLih7xeVu	Credit - Hotel	Staybridge Suites - Cathedral City, CA	Peachtree Group
recsGr4fjs9b6LM9I	Multifamily / residential	Mesa Ridge	Bluerock
recsIqVEmVrTCnzPR	Multifamily / residential	The DeSota	Bluerock
recsMapD2dx4Suzzf	Credit - Retail	Bellis Fair - Bellingham, WA	Peachtree Group
recsNFqzGnCoAfbES	Hotel	Element - Miami, FL	Peachtree Group
recsO6YMwd2Z6qY78	Credit - Hotel	Hampton Inn & Suites - Montgomery, AL	Peachtree Group
recsOfVjllXT45kB8	Government / GSA-leased	National Archives & Records - Riverside, CA	Syndicated Equities
recsRaQ9IR50TeuBR	Industrial	FSC Industrial 8, DST	Four Springs TEN31 Xchange
recsRhcCUzPvzX1Nu	Multifamily / residential	Citrus Tower	Bluerock
recsb0EGOUQqmqxvx	Multifamily / residential	Cielo on Gilbert	Bluerock
recslSIIz77sV8CAd	Self storage	East Storesmart of Conway SC	Reliant
recsxafYKo93ulmJf		2215 Sanders Road - Northbrook, IL	Syndicated Equities
recsyTetTvcBDTA0p	Hotel	Hampton Inn - Jekyll Island, GA	Peachtree Group
rect1kLAy8FlolT8L	Multifamily / residential	Lively at Carolina Forest - Myrtle Beach, SC	Passco Companies
rect3PmUUv1WezFEb	Office	Wells Fargo Building - Fort Wayne, IN (FORECLOSED - excluded from IPC disposition table)	Inland Private Capital
rect9PCYZjpSingqG	Credit - Hotel	Epic Hotel - Pico Rivera, CA	Peachtree Group
rectKcTJjO5syszI5		Abbott Labs Bio-Medical Portfolio - Minnetonka, MN	Syndicated Equities
rectOP7Ji3uXlEFap	Credit - Hotel	Residence Inn - Des Moines, IA	Peachtree Group
rectQ69w2G3jIQXpF	Multifamily / residential	Haven - Brevard, FL	Passco Companies
rectQy7Czj8VX0wYC	Retail	Walgreens Center - Sullivan, MO	Syndicated Equities
rectTIXjmbCCEaR6w	Credit - Hotel	Country Inn & Suites (Note B) - California, MD	Peachtree Group
rectUQqXBlIayHUSe	Multifamily / residential	Twenty25 - Kennesaw, GA	Passco Companies
rectdorEuoWNiYdMF	Hotel	Element - Orlando, FL	Peachtree Group
rectfgx0DAg4vee2G	Multifamily	Fort Myers Multifamily DST	Inland Private Capital
rectibcaVqIi6b2rs	Self storage	Storesmart Durham	Reliant
rectwbVPLmptUzx3f	Multifamily / residential	Wilkinson Spring Parc	Bluerock
rectxUCIeoc48i0QQ	Multifamily / residential	Meadows	Bluerock
rectyoWVLqJP4ER2H	Credit - Hotel	Courtyard - Binghamton, NY	Peachtree Group
rectysYH4sfJIK64I	Multifamily / residential	Pearce at Pavilion - Riverview, FL	Passco Companies
recu2oeQVQziTMw5l	Multifamily / residential	Park and Kingston	Bluerock
recu9DrIciI0c6NTs	Self storage	Midgard Cocoa	Reliant
recuDkgoMThCxI5l0	Net-leased early education / childcare	KinderCare / Children's World	AEI
recuHkGslCoUVwruX	Office	Global Logistics Office Building - Dublin, OH (LOAN DEFAULT - excluded from IPC disposition table)	Inland Private Capital
recuNmjZDonXtQAoy	Retail	DC MSA Retail DST	Inland Private Capital
recuQu0YFKmxBWNbX	Credit - Hotel	Best Western Plus (Note A) - Cascade Locks, OR	Peachtree Group
recuSztn74fJVZQCe	Credit - Hotel	Four Points - Punta Gorda, FL	Peachtree Group
recugo3TMaOUj6sGx	Multifamily / residential	Enders Place	Bluerock
recuj3zCRl0AkxI2U	Hotel	Marriott Residence Inn - Alexandria, VA	Syndicated Equities
recujFwBDGAAPoDwE	Multifamily	CF Norterra Canyon Multifamily DST	Cantor Fitzgerald
recujm5zKGCXWjPVG	Multifamily / residential	Timber Hollow Apartments - Fairfield, OH	Syndicated Equities
recukHQcejwCFpAM5	Multifamily / residential	Riverside	Bluerock
recum0raKV4jU6kno	Self storage	Midgard Murfreesboro Glenside	Reliant
recunUajv0Yaxe0eA	Net-leased restaurant	Applebee's	AEI
recusc50H8npRK0kD	Credit - Hotel	Holiday Inn - Chandler, AZ	Peachtree Group
recux6NPWmGSGGDAs	Multifamily / residential	Voyager - Nassau Bay, TX	Passco Companies
recuzy9IefLmUXyNL	Credit - Hotel	Residence Inn - Decatur, GA	Peachtree Group
recv7fz5alxnKUPE3	Multifamily / residential	Longitude 81 - Estero, FL	Passco Companies
recvGqHdHjbfQvQJe	Credit - Hotel	Hampton Inn - Canton, GA	Peachtree Group
recvT2BaQRJdBmCll	Credit - Hotel	Tapestry - Kahului, HI	Peachtree Group
recvThNjH5rxw0GHi	Credit - Hotel	Sonesta ES Suites - Westport, MO	Peachtree Group
recvaSNnFeO6cK8jB	Net-leased retail	Hollywood Video	AEI
recvfoaIB8RDRxIFR	Office	University of Phoenix Building - Merrillville, IN (LOAN DEFAULT - excluded from IPC disposition table)	Inland Private Capital
recvfqJbbmvaLx5u2	Self storage	Midgard Key West	Reliant
recvlHSPMH4NMn9sM	Credit - Mixed Use	CNL - 2nd DOT Los Angeles, CA	Peachtree Group
recvmCJpAM5SnBDZn	Multifamily / residential	Outlook at Greystone	Bluerock
recvpNAFase9CNKPy	Net-leased early education / childcare	KinderCare / Children's World	AEI
recvpPQRvYnsor1QS	Credit - Hotel	La Quinta Inn & Suites - Lakeway, TX	Peachtree Group
recvudlUGdDNjYAO6	Credit - Hotel	Tribute - San Diego, CA	Peachtree Group
recvwQU01STmVYK0V	Self storage	Midgard Bradenton Portfolio (2 prop)	Reliant
recvxwoqfLawqyfON	Credit - Hotel	Hampton Inn - Milwaukee, WI	Peachtree Group
recvyLKiBrlG38niK	Credit - Hotel	Sonesta ES Suites - Dublin, OH	Peachtree Group
recw3w5sVhLJh3P4p	Multifamily / residential	James on South First	Bluerock
recw88LDWHvaFMtde	Hotel	Homewood Suites - Durham, NC	Peachtree Group
recwA1XWPptmKO4pn	Credit - Hotel	Hampton Inn (Note B) - Alamosa, CO	Peachtree Group
recwAboZULg3Dmpqe	Credit - Hotel	La Quinta (Note B) - Winchester, VA	Peachtree Group
recwBa3zmlvLIGo5W	Credit - Hotel	Home2 Suites - Albany, NY	Peachtree Group
recwE2UilDJleCu0Y	Credit - Hotel	Hilton Garden Inn (Hartsfield) - Atlanta, Ga	Peachtree Group
recwGZQPk7uHskez6	Retail	National Retail Portfolio Venture DST	Inland Private Capital
recwKmUqy4OpiQkOP	Credit - Hotel	Zlife Hotel - Las Vegas, NV	Peachtree Group
recwKnzL1uVrlXH3n	Multifamily	Brighton Multifamily DST	Inland Private Capital
recwNCG8CoWlMREK0	Multifamily / residential	The Links at Plum Creek	Bluerock
recwOEr3eWacPOuQa	Retail	Severance Town Center - Cleveland Heights, OH	Syndicated Equities
recwP5bjHGlryH1e4	Multifamily / residential	Beach House	Bluerock
recwQ6ZPYdzYSlW1W	Credit - Hotel	Element - Detroit, MI (Bridge)	Peachtree Group
recwUKpn6lKBS92Ij	Office	RR-HV Venture Holdings DST	Inland Private Capital
recwWmqknFHno5Z0f	Credit - Hotel	Staybridge Suites - Augusta, GA	Peachtree Group
recwa3Vw5o1i3pymx	Student housing	San Marcos Student Living DST	Inland Private Capital
recwaV5lLh7aqfTZ9	Credit - Hotel	Hampton Inn - Tiffin, OH	Peachtree Group
recwicILKenZTcMJq	Retail	Chicagoland Fresh Market Venture DST	Inland Private Capital
recwjdXfT6GYTLgZ3	Multifamily / residential	Walker House Apartments - Gaithersburg, MD	Syndicated Equities
recx0rAr8mHV2jsk0	Net-leased restaurant	Champps	AEI
recx9DlaZzEU9T9ic	Credit - Hotel	Hampton Inn & Suites - Charlotte, NC	Peachtree Group
recxBZKR6xN6JkhT7	Credit - Hotel	Comfort Suites - Fishers, IN/Comfort Inn - Avon, IN	Peachtree Group
recxGdqwq2bzINEiU	Multifamily / residential	MDA City	Bluerock
recxfot2Ap6QnkbMD	Multifamily	Colorado Multifamily Portfolio II DST	Inland Private Capital
recxiFgVnnuoFgpEH	Credit - Hotel	Hampton Inn - Lake Charles, LA	Peachtree Group
recxioFzKcf62SKSs	Credit - Office	Office Condo - Fort Worth, TX	Peachtree Group
recxlPb9qLX2WqTdK	Hotel	Hilton Garden Inn - Cranberry, PA	Peachtree Group
recxmzNWB8G2PYWbq	Hotel	Home2 Suites - St. Augustine, FL	Peachtree Group
recxq6Do5G9vcktNn	Net-leased early education / childcare	Carino's KinderCare	AEI
recxxvK0wV413lPme	Credit - Hotel	Hampton Inn & Suites - Oakdale, MN	Peachtree Group
recyAIy1XZRRXqg75	Multifamily / residential	Wolfchase - Memphis, TN	Passco Companies
recyEdZByjHcQmxNS	Credit - Hotel	Courtyard - Gretna, LA	Peachtree Group
recyHPb81p0nVV3uQ	Credit - Hotel	Four Points - Brunswick, GA	Peachtree Group
recyJSlRPuDj0PpNt	Credit - Hotel	AC/Autograph - Sunnyvale, CA (PACE 2021)	Peachtree Group
recyTbS8eHr8T9Vjp	Office	Plano 1031 Limited Partnership	Inland Private Capital
recyU7z8P6mLMlbqA	Multifamily / residential	Ashton Reserve	Bluerock
recyUY8vCrt89RJl4	Credit - Hotel	AHT1 2018-ASHF - Various, US	Peachtree Group
recyYpThk4dMBDf6o	Net-leased restaurant	Applebee's	AEI
recycMydIDt4ww6o4	Credit - Hotel	Hampton Inn - Leesburg, FL	Peachtree Group
recyhpDYhDQ3oPkXw	Credit - Hotel	Wingate Inn - Winchester, VA	Peachtree Group
recyifgZ23zaCOL9D	Hotel	Hampton Inn - Tempe, AZ	Peachtree Group
recyoPP0AKccEYesd	Multifamily / residential	Resort at Lake Crossing - Lexington, KY	Passco Companies
recyp91nRNcUXtaH3	Credit - Hotel	Holiday Inn & Suites - Homewood, AL	Peachtree Group
recysLl19ZXHxI2pW	Retail	Lansing Shopping Center - Lansing, IL (LOAN DEFAULT - excluded from IPC disposition table)	Inland Private Capital
recz6A3KO79KCQXeK	Government / GSA-leased	Social Security Administration - Fort Smith, AR	Syndicated Equities
reczB7BYcpQWRaX2Z	Net-leased restaurant	Taco Cabana	AEI
reczJ4ORUwnPTdy4Y	Credit - Hotel	Hotel on Philips (Note 1) - Sioux Falls, SD	Peachtree Group
reczOW4t2elBR8ebt	Undeveloped / pre-development land	Passco Development Fund I, LLC	Passco Companies
reczat4XBjp1VU9U4	Retail	Olathe Station - Olathe, KS	Passco Companies
reczatMDAhp0ZF9DV	Multifamily / residential	Quinn35	Bluerock
reczf6FD2UCKL6mv6	Multifamily	CF Pearland Multifamily DST	Cantor Fitzgerald
reczy0duQXSTOe5VZ	Multifamily	CF Sawyer Multifamily DST	Cantor Fitzgerald
